地段位置或門牌,社區簡稱,交易日期,總價(萬元),"單價
(萬元/坪)","總面積
(坪)",主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,"車位總價
(萬元)",管理組織,電梯,主要用途,備註
士林區福港街２６２巷２４號四樓,,115/02/13,1810,53.52,33.82,89.99%,公寓(5樓含以下無電梯),45,四層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;
士林區福林路２５４巷２號八樓,福林雙囍,115/02/13,4100,75.01,60.14,67.36%,住宅大樓(11層含以上有電梯),20,八層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,270,有,有,商業用,
士林區社正路７９號二樓,,115/02/13,1050,28.31,37.1,100.00%,公寓(5樓含以下無電梯),54,二層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區社中街２８７之１號二樓,,115/02/12,1230,42.07,29.24,83.42%,公寓(5樓含以下無電梯),45,二層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,
士林區菁山路９６號四樓,陽明山泉,115/02/12,1600,41.78,38.78,68.76%,住宅大樓(11層含以上有電梯),26,"四層,五層/十一層",房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,240,有,有,住家用,其他增建;
士林區士商路１２號二樓之１,,115/02/11,2592,65.21,39.13,44.11%,華廈(10層含以下有電梯),18,二層/七層,房地(土地+建物)+車位,土:2 建:3車:1,3房1衛,200,無,有,住家用,其他增建;
士林區士商路１２號二樓,,115/02/11,1528,80.63,18.91,50.85%,華廈(10層含以下有電梯),18,二層/七層,房地(土地+建物)+車位,土:2 建:2車:1,1廳1衛,200,有,有,住家用,其他增建;
士林區中山北路五段７５０號十六樓,,115/02/11,6300,120.2,63.85,59.69%,住宅大樓(11層含以上有電梯),1,十六層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,2廳2衛,300,有,有,住家用,
士林區承德路四段１１６號三樓之２,,115/02/11,1260,70.22,17.94,68.32%,華廈(10層含以下有電梯),48,三層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,
士林區雨聲街５７號三樓,,115/02/10,2950,68.86,42.84,80.31%,華廈(10層含以下有電梯),39,三層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,有,住家用,其他增建;
士林區天玉街５６巷２號二樓,天母國堡,115/02/10,250,57.96,4.31,100.00%,公寓(5樓含以下無電梯),51,"二層,陽台/四層",房地(土地+建物),土:3 建:1車:0,4房2廳2衛,,有,無,住家用,親友、員工、共有人或其他特殊關係間之交易;其他增建;
士林區德行西路９３巷６弄９號二樓,,115/02/10,2270,65.12,34.86,90.37%,公寓(5樓含以下無電梯),47,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
士林區重慶北路四段１０８號十四樓之１,日健闊,115/02/10,5178,91.5,56.59,63.07%,住宅大樓(11層含以上有電梯),2,十四層/十六層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,
士林區仰德大道三段５巷２３號,,115/02/09,19300,0,203.18,,透天厝,51,全/三層,房地(土地+建物),土:2 建:1車:0,10房2廳12衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區天母東路６９巷１１之１號六樓,僑資華廈,115/02/09,3388,68.83,49.22,71.69%,華廈(10層含以下有電梯),48,六層/八層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區基河路４０號十二樓之１,北美館,115/02/09,2550,95.36,27.17,65.71%,住宅大樓(11層含以上有電梯),27,十二層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,2房2廳1衛,230,有,有,住家用,其他增建;
士林區仰德大道三段１２５巷５弄１１之５號四樓,,115/02/09,1780,42.66,41.73,75.93%,公寓(5樓含以下無電梯),47,四層/四層,房地(土地+建物),土:1 建:1車:0,5房3廳3衛,,有,無,住家用,陽台外推;頂樓加蓋;其他增建;
士林區中正路４３５巷１５號四樓,,115/02/08,1380,64.31,21.46,95.60%,公寓(5樓含以下無電梯),48,四層/四層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,無,無,住家用,
士林區天母北路５６號七樓,聯上天母,115/02/08,6888,90.06,86,53.28%,住宅大樓(11層含以上有電梯),6,七層/二十四層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳3衛,200,有,有,住家用,
士林區至誠路二段７６號十樓,雙溪麗園,115/02/07,3530,81.48,51.49,71.96%,住宅大樓(11層含以上有電梯),34,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,300,有,有,住家用,陽台外推;其他增建;
士林區美德街５３之１號二樓,,115/02/07,2200,79.37,27.72,100.00%,公寓(5樓含以下無電梯),49,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,其他增建;
士林區中庸一路１１之３號十四樓,登峰造極,115/02/07,2868,32.78,87.48,55.33%,住宅大樓(11層含以上有電梯),31,十四層/十四層,房地(土地+建物)+車位,土:2 建:1車:2,1房2廳2衛,500,有,有,住家用,陽台外推;其他增建;
士林區天母東路８巷２７號六樓之６,天母華琪大廈忠孝座,115/02/07,2138,74.12,28.84,96.07%,華廈(10層含以下有電梯),49,六層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,無,有,住家用,
士林區雨農路７２號十一樓,雨農山莊,115/02/07,4050,61.77,65.57,52.72%,住宅大樓(11層含以上有電梯),21,十一層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,住家用,社區抽籤車位
士東路２８０之１號,天母光點,115/02/06,868,59.31,14.63,34.28%,華廈(10層含以下有電梯),17,一層/七層,房地(土地+建物)+車位,土:1 建:3車:2,,,有,無,商業用,
士林區前街１１５巷１號二樓,,115/02/05,1125,67.08,16.77,100.00%,公寓(5樓含以下無電梯),57,二層/三層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,無,無,住家用,其他增建：平台外推。其他增建;
士林區前街１１５巷３號二樓,,115/02/05,1125,67.08,16.77,100.00%,公寓(5樓含以下無電梯),57,二層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,其他增建：平台外推。其他增建;
士林區中山北路七段１１４巷３３弄２之２號五樓,,115/02/05,4000,59.56,67.16,80.87%,華廈(10層含以下有電梯),38,五層/六層,房地(土地+建物)+車位,土:3 建:1車:1,3房2廳2衛,250,有,有,住家用,
士林區文林路２６９號,,115/02/05,750,44.92,16.7,100.00%,公寓(5樓含以下無電梯),54,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;瑕疵物件;
士林區中山北路五段８２９巷４５號七樓,,115/02/04,9000,91.62,110.07,58.20%,住宅大樓(11層含以上有電梯),17,七層/十二層,房地(土地+建物)+車位,土:1 建:2車:4,4房2廳3衛,"1,000",有,有,住家用,其他增建;
士林區德行東路１０９巷１２３號,天母翡翠雙星,115/02/04,2300,64.39,35.72,72.39%,華廈(10層含以下有電梯),41,一層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區天玉街４０號七樓之１,天畝40,115/02/04,4258,93.18,55.51,68.73%,華廈(10層含以下有電梯),29,七層/九層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,250,有,有,住家用,陽台外推;
士林區中山北路五段６１８號十一樓,,115/02/04,5500,97.61,64.07,59.92%,住宅大樓(11層含以上有電梯),1,十一層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,234,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區葫蘆街３０巷３５弄１３號,,115/02/04,1286,0,14.82,,透天厝,57,全/一層,房地(土地+建物),土:1 建:1車:0,4房3廳3衛,,無,無,住家用,其他增建;
士林區劍潭路７８號二樓,,115/02/03,2050,64.32,31.87,100.00%,公寓(5樓含以下無電梯),55,二層/四層,房地(土地+建物),土:1 建:1車:0,5房2廳2衛,,無,無,住家用,其他增建;
士林區芝玉路一段１９７巷３號五樓,,115/02/03,2750,64.64,42.54,88.13%,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,頂樓加蓋;
士林區德行東路３９號,,115/02/03,2890,105.65,27.36,81.96%,華廈(10層含以下有電梯),42,一層/七層,房地(土地+建物),土:1 建:1車:0,,,有,有,商業用,
士林區文林路４６６號,,115/02/03,21000,149.71,140.27,100.00%,公寓(5樓含以下無電梯),57,"一層,騎樓/三層",房地(土地+建物),土:1 建:3車:0,,,無,無,住商用,
士林區延平北路五段１８３巷８號三樓,,115/02/03,600,29.61,20.26,100.00%,公寓(5樓含以下無電梯),54,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區天玉街２７巷２３號二樓,,115/02/02,5435,108.35,60.66,63.22%,住宅大樓(11層含以上有電梯),1,二層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,300,有,有,住家用,
士林區中正路２１３巷７４號,,115/02/02,1500,0,27.59,,透天厝,65,全/二層,房地(土地+建物),土:2 建:1車:0,3房3廳3衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區福德路６２巷１號,,115/02/01,3200,0,44.8,,透天厝,65,全/二層,房地(土地+建物),土:1 建:1車:0,3房3廳3衛,,無,無,住家用,
士林區通河東街一段１０８號四樓,,115/02/01,1688,51.64,32.69,78.25%,公寓(5樓含以下無電梯),42,四層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區中山北路七段１１４巷４１弄１９號五樓之３,龍吟山莊,115/02/01,2560,44.06,58.1,92.33%,華廈(10層含以下有電梯),44,五層/七層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,有,住家用,陽台外推;
士林區延平北路六段１７０號,,115/01/31,1980,89.81,22.05,100.00%,公寓(5樓含以下無電梯),54,"一層,騎樓/四層",房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,無,無,住家用,其他增建;
士林區中山北路五段７５３號十二樓,,115/01/31,6300,89.04,78.62,55.81%,住宅大樓(11層含以上有電梯),2,十二層/十七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,350,有,有,住家用,
士林區士東路９１巷４５號二樓,,115/01/31,2700,59.62,45.29,81.99%,公寓(5樓含以下無電梯),42,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區前港街７４號五樓,,115/01/30,1400,40.71,34.39,87.14%,公寓(5樓含以下無電梯),45,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;
士林區士東路２２６之１號,,115/01/30,2500,57.67,43.35,63.60%,華廈(10層含以下有電梯),35,一層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,有,住家用,平台外移、前庭空地增建、防火巷增建、前後院鐵鋁窗增建、鐵皮增建其他增建;
士林區福港街１０７巷５號三樓,,115/01/29,1830,59.31,30.86,100.00%,公寓(5樓含以下無電梯),50,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,其他增建;
士林區中山北路六段７５４巷１２之１號四樓,,115/01/29,6350,86.26,82.5,68.04%,住宅大樓(11層含以上有電梯),25,"四層,五層/十二層",房地(土地+建物)+車位,土:1 建:1車:1,5房2廳2衛,300,有,有,住家用,其他增建;
士林區天母東路９１巷９號,天母融園一和,115/01/29,750,20.05,37.4,81.54%,公寓(5樓含以下無電梯),44,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,父子間交易親友、員工、共有人或其他特殊關係間之交易;
士林區大南路３２５號八樓之１４,新天地,115/01/29,2300,76.04,30.25,56.86%,住宅大樓(11層含以上有電梯),18,八層/十四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,商業用,
士林區中山北路七段１４１巷１７之２號七樓,,115/01/28,670,22.37,29.94,57.14%,華廈(10層含以下有電梯),45,七層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;未登記建物;
士林區中正路６２２號二樓,,115/01/28,1700,55.64,30.55,79.74%,公寓(5樓含以下無電梯),38,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區天母東路１０５巷１９之２號四樓,,115/01/27,1700,46.1,36.88,81.36%,公寓(5樓含以下無電梯),40,四層/五層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區中山北路七段８１巷２３弄７號二樓之３,天母大廈,115/01/27,5538,66.53,83.24,82.14%,華廈(10層含以下有電梯),48,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,5房2廳3衛,350,有,有,住家用,陽台外推;
士林區大南路５４號,,115/01/27,4600,0,44.16,,透天厝,,全/二層,房地(土地+建物),土:1 建:1車:0,6房2廳3衛,,無,無,住家用,含增建或未登記建物。親友、員工或其他特殊關係間之交易。頂樓加蓋;
士林區通河東街一段２２號,,115/01/27,1399,53.7,26.05,92.13%,公寓(5樓含以下無電梯),43,一層/五層,房地(土地+建物),土:3 建:1車:0,3房1廳1衛,,無,無,住家用,
士林區延平北路五段１３６巷３３號三樓,,115/01/27,1235,54.19,22.79,100.00%,公寓(5樓含以下無電梯),53,三層/四層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,無,無,住家用,鐵鋁窗增建、沿一樓空地增建做室內使用其他增建;
士林區天母東路７５號五樓,,115/01/26,4340,81.3,61.66,79.61%,華廈(10層含以下有電梯),41,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,350,有,有,住家用,陽台加窗。其他增建;
士林區天母東路１０５巷９弄１０號六樓,天母桓琚,115/01/25,4250,93.7,47.19,58.35%,住宅大樓(11層含以上有電梯),2,六層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,200,有,有,住家用,
士林區士東路８９巷２２弄９號,,115/01/25,3100,103.21,30.04,84.27%,公寓(5樓含以下無電梯),47,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,其他增建;
士林區華齡街４２號三樓,,115/01/25,1690,56.87,29.72,95.07%,公寓(5樓含以下無電梯),52,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,陽台外推;其他增建;
士林區福華路１６４巷１２號四樓,,115/01/25,2260,78.17,28.91,100.00%,公寓(5樓含以下無電梯),52,四層/四層,房地(土地+建物),土:1 建:1車:0,5房5衛,,無,無,住家用,其他增建;
士林區中山北路七段１９０巷１２弄９號六樓,瑞盧,115/01/25,3580,52.66,67.98,75.81%,華廈(10層含以下有電梯),41,六層/八層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,,有,有,住家用,鐵鋁窗增建其他增建;
士林區德行西路３６號九樓之２,萬象之都,115/01/24,1443,117.12,12.32,52.52%,住宅大樓(11層含以上有電梯),18,九層/十三層,房地(土地+建物),土:3 建:1車:0,1廳1衛,,有,有,商業用,其他增建;
士林區德行西路１２５號五樓,,115/01/24,2400,70.66,33.96,92.96%,公寓(5樓含以下無電梯),47,五層/五層,房地(土地+建物),土:1 建:1車:0,6房6衛,,無,無,住家用,陽台外推;頂樓加蓋;
士林區重慶北路四段２２２號二樓之８,士科京璽,115/01/24,1830,75.15,24.35,56.21%,住宅大樓(11層含以上有電梯),9,二層/十四層,房地(土地+建物),土:2 建:1車:0,1房2廳1衛,,有,有,住家用,
士林區德行西路５０號九樓之１０,萬象之都,115/01/24,1535,110.6,13.88,52.92%,住宅大樓(11層含以上有電梯),18,九層/十三層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,有,商業用,陽台外推;夾層;
士林區士東路８９巷１３號四樓,綠光新第,115/01/24,1200,56.92,21.08,31.38%,華廈(10層含以下有電梯),31,四層/六層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,有,住家用,花台增建陽台外推;其他增建;
士林區天母東路８１巷３１號,,115/01/23,2220,57.12,38.87,61.19%,公寓(5樓含以下無電梯),42,一層/五層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,無,無,其他,
士林區忠誠路二段４０巷１６號,,115/01/23,340,31.28,10.87,86.14%,華廈(10層含以下有電梯),39,一層/六層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路五段６８５號六樓之１,永勝大樓,115/01/22,4480,64.81,69.13,62.72%,住宅大樓(11層含以上有電梯),40,六層/十二層,房地(土地+建物)+車位,土:3 建:1車:1,,300,有,有,商業用,建物格局：無隔間、2衛。陽台外推;含租約;
士林區中正路３９９巷１號,,115/01/22,6400,0,53.13,,透天厝,59,全/二層,房地(土地+建物),土:1 建:1車:0,4房3廳2衛,,無,無,住家用,頂樓加蓋;其他增建;
士林區至善路二段３３２巷６之１號,,115/01/22,563,0,16.52,,透天厝,55,全/二層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,本建物為持分買賣親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;其他增建;未登記建物;
士林區忠義街３４號三樓,,115/01/21,2425,62.72,38.66,86.97%,公寓(5樓含以下無電梯),42,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,鐵窗增建其他增建;
士林區天母西路５０巷１３號八樓,溪雅圖,115/01/21,9000,111.97,102.83,64.92%,住宅大樓(11層含以上有電梯),18,八層/十三層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,700,有,有,住家用,
士林區社子街２２巷６５弄５號,,115/01/20,470,25.12,18.71,100.00%,公寓(5樓含以下無電梯),54,一層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中社路一段６１巷２２號二樓,,115/01/20,1255,39.99,31.38,100.00%,公寓(5樓含以下無電梯),50,二層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,
士林區小北街９號五樓,,115/01/20,250,56.72,4.41,83.46%,公寓(5樓含以下無電梯),43,五層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區德行西路８１號二樓,,115/01/20,2240,69.94,32.03,93.48%,公寓(5樓含以下無電梯),47,二層/五層,房地(土地+建物),土:4 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區延平北路八段９６巷２２號,,115/01/19,680,28.3,24.03,89.68%,公寓(5樓含以下無電梯),58,一層/四層,房地(土地+建物),土:1 建:1車:0,,,無,無,住家用,
士林區中山北路五段７４６號三樓之３,全陽豐會,115/01/19,4020,113.96,40.06,59.67%,住宅大樓(11層含以上有電梯),1,三層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,250,有,有,住家用,
士林區中山北路六段４２５號四樓,瑞都,115/01/19,2620,57.33,45.7,73.52%,華廈(10層含以下有電梯),45,四層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;
士林區延平北路六段１５０巷４號四樓,,115/01/19,1488,41.94,35.48,81.87%,公寓(5樓含以下無電梯),41,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區天母北路５９號三樓,敦親園,115/01/18,2660,70.18,37.9,76.42%,華廈(10層含以下有電梯),39,三層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,
士林區重慶北路四段３９號四樓,,115/01/18,1188,59.9,19.83,100.00%,公寓(5樓含以下無電梯),52,四層/四層,房地(土地+建物),土:1 建:1車:0,1廳1衛,,無,無,住家用,其他增建;
士林區中山北路六段４１９巷１號六樓,,115/01/18,3258,90.54,35.98,82.91%,華廈(10層含以下有電梯),40,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,陽台外推;其他增建;
士林區中山北路五段８１１巷３１弄６號三樓,,115/01/18,2500,63.11,39.62,87.84%,公寓(5樓含以下無電梯),48,三層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區幸福街５巷３２號七樓之１,官邸築翫,115/01/18,3500,84.55,45.38,53.75%,華廈(10層含以下有電梯),15,七層/八層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,200,有,有,住家用,陽台外推;夾層;
士林區大南路３２５號二樓,新天地,115/01/17,1022,68.94,14.83,58.50%,住宅大樓(11層含以上有電梯),18,二層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,商業用,其他增建;
士林區承德路四段５７之１號十二樓,圓山金城,115/01/17,450,36.13,12.45,57.35%,住宅大樓(11層含以上有電梯),29,十二層/十六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區芝玉路一段４２號,,115/01/16,3300,0,30.67,,透天厝,59,全/二層,房地(土地+建物),土:2 建:1車:0,5房2廳3衛,,無,無,住家用,頂樓加蓋;其他增建;
士林區中正路２１２巷１弄１號二樓,,115/01/16,1042,64,16.28,82.59%,公寓(5樓含以下無電梯),46,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區延平北路五段２８５巷２９號,,115/01/15,572,40.34,14.18,100.00%,公寓(5樓含以下無電梯),61,"一層,騎樓/二層",房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段４０５巷４５弄１０號,高蒂大廈,115/01/15,4070,122,40.82,64.27%,住宅大樓(11層含以上有電梯),1,一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,,305,有,有,住家用,含裝潢費;含傢俱設備費;
士林區德行西路１１１巷１５號四樓,,115/01/15,4500,89.98,50.01,50.15%,華廈(10層含以下有電梯),17,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,有,有,住家用,
士林區福港街２４４巷１８弄２號一樓,,115/01/15,900,35.52,25.34,83.20%,公寓(5樓含以下無電梯),47,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區士商路４０巷１０號,麒麟門,115/01/15,980.3,63.03,15.55,81.02%,公寓(5樓含以下無電梯),47,一層/四層,房地(土地+建物),土:2 建:1車:0,,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區承德路四段１０巷１９號,,115/01/15,1300,0,29.95,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,,
士林區士東路２巷２３號三樓,秋鴻大廈,115/01/15,4300,78.57,54.73,46.68%,華廈(10層含以下有電梯),22,三層/十層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,雨遮增建其他增建;
士林區士東路８９巷１６弄４號三樓,敦安,115/01/14,2118,72.5,29.21,89.91%,公寓(5樓含以下無電梯),41,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區華齡街２０號四樓,,115/01/14,2020,69.2,29.19,100.00%,公寓(5樓含以下無電梯),53,四層/四層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;
士林區中山北路七段８２巷１０弄２０號四樓,,115/01/13,1750,59.21,29.55,91.88%,公寓(5樓含以下無電梯),47,四層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,
士林區劍潭路１６號十二樓之５,圓山凡登,115/01/13,2159,68.44,31.54,35.54%,住宅大樓(11層含以上有電梯),17,十二層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,1房1廳1衛,300,有,有,住家用,
士林區忠義街１２９號二樓,,115/01/13,1000,49.27,20.29,96.69%,公寓(5樓含以下無電梯),49,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,陽台外推;
士林區德行東路１９０巷３１弄１７號五樓,天母揚名大樓,115/01/13,3238,76.27,42.46,43.18%,華廈(10層含以下有電梯),17,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳1衛,,無,有,住家用,雨遮增建陽台外推;其他增建;
士林區中山北路六段４０５巷４０號三樓,,115/01/12,2100,70.47,29.8,90.12%,公寓(5樓含以下無電梯),47,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區後港街１８號二樓,,115/01/11,1700,67.49,25.19,100.00%,公寓(5樓含以下無電梯),49,"二層,陽台/五層",房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,其他增建;
士林區菁山路５５之２號四樓,陽明帝景,115/01/11,2920,46.36,77.94,62.59%,華廈(10層含以下有電梯),17,四層/五層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,450,有,有,住家用,
士林區德行東路３５８巷８弄１號,,115/01/11,3600,55.72,64.61,92.32%,公寓(5樓含以下無電梯),38,"一層,二層,三層/五層",房地(土地+建物),土:1 建:1車:0,6房3廳3衛,,有,無,住家用,陽台外推;其他增建;
士林區中山北路七段２２６之１號六樓,望族山莊,115/01/10,4760,69.97,68.03,78.87%,華廈(10層含以下有電梯),38,六層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,300,有,有,住家用,陽台外推;其他增建;
士林區中山北路七段２１３之１號三樓,天母中銀山莊,115/01/10,2650,49.99,53.01,78.67%,華廈(10層含以下有電梯),41,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,250,有,有,住家用,陽台外推;
士林區天母西路３８巷３號,天西華廈,115/01/10,4600,57.47,80.04,78.83%,華廈(10層含以下有電梯),44,一層/七層,房地(土地+建物),土:1 建:2車:0,,,無,有,商業用,其他增建;
士林區福港街２５９巷３弄１號,,115/01/10,1660,67.56,24.57,100.00%,公寓(5樓含以下無電梯),49,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,其他增建;
士林區天母東路６９巷１１之５號七樓,僑資華廈,115/01/10,3750,72.73,51.56,78.82%,華廈(10層含以下有電梯),48,七層/八層,房地(土地+建物),土:4 建:1車:0,4房2廳2衛,,有,有,住家用,陽台外推;
士林區福林路２５５巷１６號,,115/01/10,3700,0,38.16,,透天厝,54,全/二層,房地(土地+建物),土:1 建:1車:0,5房2廳3衛,,無,無,住家用,
士林區德行西路５０號十一樓之１１,萬象之都,115/01/10,1660,110.84,14.98,53.73%,住宅大樓(11層含以上有電梯),18,十一層/十三層,房地(土地+建物),土:3 建:1車:0,1房1衛,,有,有,商業用,陽台外推;
士林區忠誠路二段２１巷４５弄６號,,115/01/10,3860,44.98,85.82,46.53%,公寓(5樓含以下無電梯),42,一層/五層,房地(土地+建物),土:1 建:1車:0,7房5廳2衛,,無,無,住家用,平台外移、空地加蓋、平台加蓋其他增建;
